ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,computationTime,none,819600
ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,inputSize,508837
ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,runTime,none,819600
ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,totalCommunicationTime,0
ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,totalComputationTime,819600
ALL,symbol,0,none,no-kafka,SNE,16,soc-Epinions1,16,1605829037,totalRunTime,819600
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,0,2516
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,1,4941
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,2,4758
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,3,6506
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,4,6387
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,5,12404
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,communicationTime,none,13372
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,0,27
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,1,70
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,2,68
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,3,91
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,4,90
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,5,165
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,computationTime,none,28
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,inputSize,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,outputSize,35
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,E,18
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,E_0,10
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,E_1,10
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,I,72
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,I_0,10
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,relationTermsProduced,I_1,10
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,0,2543
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,1,5011
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,2,4826
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,3,6597
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,4,6477
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,5,12569
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,runTime,none,13400
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,0,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,1,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,2,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,3,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,4,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,stringBytesProduced,5,8
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,totalCommunicationTime,50884
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,totalComputationTime,539
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,totalRelationTuplesProduced,130
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,totalRunTime,51423
NR,symbol,2,complete,many-kafka,GPCSNE,2,example,2,1605665524,totalStringBytesProduced,48
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,computationTime,none,63971
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,inputSize,103689
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,outputSize,11947132
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,runTime,none,63971
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,totalCommunicationTime,0
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,totalComputationTime,63971
NR,symbol,2,complete,no-kafka,SNE,16,wiki-Vote,16,1605830745,totalRunTime,63971
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,communicationTime,0,2544
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,communicationTime,1,3710
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,communicationTime,none,6118
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,computationTime,0,24
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,computationTime,1,67
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,computationTime,none,28
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,inputSize,2016
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,outputSize,4096
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,relationTermsProduced,E,4034
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,relationTermsProduced,I,8194
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,runTime,0,2568
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,runTime,1,3777
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,runTime,none,6146
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,stringBytesProduced,0,64
NR,symbol,1,complete,many-kafka,GPCSNE,1,half-complete-graph-64,1,1605747337,stringBytesProduced,1,64
